Id,Superclass Id,Name
f53d8101-9155-48fc-b4e5-dc4c536363d3,,No
846a9c20-2971-47ab-bc2d-6e6ed6ef137d,,Yes
,846a9c20-2971-47ab-bc2d-6e6ed6ef137d,Deal Team
,846a9c20-2971-47ab-bc2d-6e6ed6ef137d,ESFO Team
,846a9c20-2971-47ab-bc2d-6e6ed6ef137d,ESFO London
,846a9c20-2971-47ab-bc2d-6e6ed6ef137d,ESFO EMEA
,846a9c20-2971-47ab-bc2d-6e6ed6ef137d,ESFO Global
